DN	UF	COD_EMB	SIGLA OM	QTDE	
5º	SC	105	DelItajai	33	
5º	SC	35	DelItajai	6327	
5º	SC	108	DelItajai	4604	
5º	SC	37	DelItajai	13	
5º	SC	62	DelItajai	2	
5º	SC	99	DelItajai	1902	
5º	SC	13	DelItajai	24	
5º	SC	38	DelItajai	1153	
5º	SC	39	DelItajai	1	
5º	SC	8	DelItajai	2	
5º	SC	41	DelItajai	34	
5º	SC	12	DelItajai	5	
5º	SC	42	DelItajai	4	
5º	SC	45	DelItajai	58	
5º	SC	2	DelItajai	1	
5º	SC	46	DelItajai	22	
5º	SC	43	DelItajai	352	
5º	SC	48	DelLaguna	25	
5º	SC	25	DelLaguna	16	
5º	SC	53	DelLaguna	16	
5º	SC	26	DelLaguna	2196	
5º	SC	27	DelLaguna	1	
5º	SC	55	DelLaguna	3	
5º	SC	54	DelLaguna	260	
5º	SC	51	DelLaguna	1556	
5º	SC	28	DelLaguna	9	
5º	SC	31	DelLaguna	48	
5º	SC	57	DelLaguna	3	
5º	SC	32	DelLaguna	2	
5º	SC	24	DelLaguna	1	
5º	SC	33	DelLaguna	4	
5º	SC	44	DelLaguna	1	
5º	SC	59	DelLaguna	3	
5º	SC	34	DelLaguna	4	
5º	SC	105	DelLaguna	1	
5º	SC	35	DelLaguna	834	
5º	SC	108	DelLaguna	899	
5º	SC	99	DelLaguna	4752	
5º	SC	13	DelLaguna	4	
5º	SC	38	DelLaguna	73	
5º	SC	41	DelLaguna	10	
5º	SC	12	DelLaguna	1	
5º	SC	46	DelLaguna	7	
5º	SC	43	DelLaguna	33	
1º	RJ	48	DelMacae	59	
1º	RJ	26	DelMacae	566	
1º	RJ	55	DelMacae	3	
1º	RJ	54	DelMacae	1	
1º	RJ	51	DelMacae	881	
1º	RJ	10	DelMacae	4	
1º	RJ	28	DelMacae	18	
1º	RJ	31	DelMacae	24	
1º	RJ	32	DelMacae	7	
1º	RJ	58	DelMacae	1	
1º	RJ	33	DelMacae	3	
1º	RJ	59	DelMacae	2	
1º	RJ	34	DelMacae	3	
1º	RJ	35	DelMacae	1378	
1º	RJ	108	DelMacae	348	
1º	RJ	99	DelMacae	263	
1º	RJ	13	DelMacae	26	
1º	RJ	63	DelMacae	8	
1º	RJ	38	DelMacae	1198	
1º	RJ	1	DelMacae	2	
1º	RJ	17	DelMacae	2	
1º	RJ	41	DelMacae	4	
1º	RJ	42	DelMacae	1	
1º	RJ	45	DelMacae	7	
1º	RJ	46	DelMacae	340	
1º	RJ	43	DelMacae	41	
2º	BA	107	DELPSEGURO	1	
2º	BA	52	DELPSEGURO	1	
2º	BA	48	DELPSEGURO	17	
2º	BA	25	DELPSEGURO	11	
2º	BA	26	DELPSEGURO	906	
2º	BA	51	DELPSEGURO	96	
2º	BA	28	DELPSEGURO	2	
2º	BA	31	DELPSEGURO	7	
2º	BA	32	DELPSEGURO	60	
2º	BA	59	DELPSEGURO	2	
2º	BA	34	DELPSEGURO	2	
2º	BA	105	DELPSEGURO	1	
2º	BA	35	DELPSEGURO	465	
2º	BA	60	DELPSEGURO	1	
2º	BA	108	DELPSEGURO	66	
2º	BA	37	DELPSEGURO	17	
2º	BA	99	DELPSEGURO	70	
2º	BA	13	DELPSEGURO	7	
2º	BA	63	DELPSEGURO	4	
2º	BA	38	DELPSEGURO	1608	
2º	BA	41	DELPSEGURO	18	
2º	BA	12	DELPSEGURO	1	
2º	BA	42	DELPSEGURO	19	
2º	BA	46	DELPSEGURO	14	
2º	BA	43	DELPSEGURO	28	
5º	SC	107	DelSFSul	1	
5º	SC	52	DelSFSul	2	
5º	SC	48	DelSFSul	23	
5º	SC	25	DelSFSul	11	
5º	SC	53	DelSFSul	1	
5º	SC	26	DelSFSul	10901	
5º	SC	27	DelSFSul	3	
5º	SC	55	DelSFSul	5	
5º	SC	54	DelSFSul	1	
5º	SC	51	DelSFSul	78	
5º	SC	10	DelSFSul	4	
5º	SC	28	DelSFSul	49	
5º	SC	31	DelSFSul	118	
5º	SC	57	DelSFSul	3	
5º	SC	32	DelSFSul	10	
5º	SC	33	DelSFSul	16	
5º	SC	7	DelSFSul	1	
5º	SC	44	DelSFSul	6	
5º	SC	59	DelSFSul	12	
5º	SC	34	DelSFSul	3	
5º	SC	105	DelSFSul	3	
5º	SC	35	DelSFSul	3363	
5º	SC	108	DelSFSul	1101	
5º	SC	37	DelSFSul	6	
5º	SC	62	DelSFSul	4	
5º	SC	99	DelSFSul	5235	
5º	SC	13	DelSFSul	23	
5º	SC	38	DelSFSul	41	
5º	SC	1	DelSFSul	1	
5º	SC	40	DelSFSul	1	
5º	SC	41	DelSFSul	15	
5º	SC	42	DelSFSul	2	
5º	SC	45	DelSFSul	5	
5º	SC	46	DelSFSul	29	
5º	SC	43	DelSFSul	338	
8º	SP	52	DelSSebastiao	2	
8º	SP	102	DelSSebastiao	1	
8º	SP	48	DelSSebastiao	70	
8º	SP	25	DelSSebastiao	6	
8º	SP	53	DelSSebastiao	4	
8º	SP	26	DelSSebastiao	7326	
8º	SP	27	DelSSebastiao	1	
8º	SP	55	DelSSebastiao	1	
8º	SP	54	DelSSebastiao	1	
8º	SP	51	DelSSebastiao	354	
8º	SP	10	DelSSebastiao	5	
8º	SP	28	DelSSebastiao	189	
8º	SP	31	DelSSebastiao	449	
8º	SP	57	DelSSebastiao	4	
8º	SP	32	DelSSebastiao	71	
8º	SP	33	DelSSebastiao	34	
8º	SP	59	DelSSebastiao	9	
8º	SP	34	DelSSebastiao	22	
8º	SP	105	DelSSebastiao	35	
8º	SP	35	DelSSebastiao	9190	
8º	SP	108	DelSSebastiao	3943	
8º	SP	37	DelSSebastiao	29	
8º	SP	99	DelSSebastiao	1418	
8º	SP	13	DelSSebastiao	3	
8º	SP	38	DelSSebastiao	35	
8º	SP	4	DelSSebastiao	6	
8º	SP	18	DelSSebastiao	1	
8º	SP	1	DelSSebastiao	1	
8º	SP	41	DelSSebastiao	70	
8º	SP	42	DelSSebastiao	17	
8º	SP	46	DelSSebastiao	70	
8º	SP	43	DelSSebastiao	1007	
6º	MT	48	DelCuiaba	67	
6º	MT	25	DelCuiaba	18	
6º	MT	53	DelCuiaba	2	
6º	MT	26	DelCuiaba	7844	
6º	MT	55	DelCuiaba	4	
6º	MT	51	DelCuiaba	51	
6º	MT	10	DelCuiaba	2	
6º	MT	28	DelCuiaba	327	
6º	MT	31	DelCuiaba	248	
6º	MT	57	DelCuiaba	9	
6º	MT	32	DelCuiaba	2	
6º	MT	58	DelCuiaba	1	
6º	MT	33	DelCuiaba	101	
6º	MT	34	DelCuiaba	4	
6º	MT	105	DelCuiaba	12	
6º	MT	103	DelCuiaba	1	
6º	MT	35	DelCuiaba	2675	
6º	MT	108	DelCuiaba	1226	
6º	MT	37	DelCuiaba	2	
6º	MT	99	DelCuiaba	1653	
6º	MT	13	DelCuiaba	4	
6º	MT	63	DelCuiaba	1	
6º	MT	38	DelCuiaba	1	
6º	MT	1	DelCuiaba	2	
6º	MT	41	DelCuiaba	37	
6º	MT	42	DelCuiaba	2	
6º	MT	46	DelCuiaba	2	
6º	MT	43	DelCuiaba	5	
9º	RO	48	DelPVelho	74	
9º	RO	25	DelPVelho	5	
9º	RO	53	DelPVelho	40	
9º	RO	26	DelPVelho	998	
9º	RO	27	DelPVelho	1	
9º	RO	51	DelPVelho	363	
9º	RO	10	DelPVelho	49	
9º	RO	28	DelPVelho	558	
9º	RO	31	DelPVelho	447	
9º	RO	57	DelPVelho	111	
9º	RO	32	DelPVelho	1	
9º	RO	33	DelPVelho	96	
9º	RO	7	DelPVelho	3	
9º	RO	105	DelPVelho	7	
9º	RO	103	DelPVelho	2	
9º	RO	35	DelPVelho	1786	
9º	RO	60	DelPVelho	1	
9º	RO	108	DelPVelho	217	
9º	RO	99	DelPVelho	101	
9º	RO	13	DelPVelho	50	
9º	RO	63	DelPVelho	34	
9º	RO	38	DelPVelho	27	
9º	RO	41	DelPVelho	149	
8º	SP	48	DelPEpitacio	28	
8º	SP	25	DelPEpitacio	9	
8º	SP	53	DelPEpitacio	14	
8º	SP	26	DelPEpitacio	15838	
8º	SP	55	DelPEpitacio	1	
8º	SP	51	DelPEpitacio	7	
8º	SP	28	DelPEpitacio	64	
8º	SP	31	DelPEpitacio	50	
8º	SP	57	DelPEpitacio	16	
8º	SP	32	DelPEpitacio	3	
8º	SP	33	DelPEpitacio	79	
8º	SP	44	DelPEpitacio	1	
8º	SP	59	DelPEpitacio	1	
8º	SP	34	DelPEpitacio	3	
8º	SP	105	DelPEpitacio	3	
8º	SP	103	DelPEpitacio	1	
8º	SP	35	DelPEpitacio	2927	
8º	SP	108	DelPEpitacio	1614	
8º	SP	37	DelPEpitacio	1	
8º	SP	99	DelPEpitacio	2832	
8º	SP	13	DelPEpitacio	6	
8º	SP	38	DelPEpitacio	55	
8º	SP	40	DelPEpitacio	1	
8º	SP	41	DelPEpitacio	28	
8º	SP	42	DelPEpitacio	1	
8º	SP	45	DelPEpitacio	3	
8º	SP	46	DelPEpitacio	3	
8º	SP	43	DelPEpitacio	15	
5º	RS	23	DelUruguaiana	2	
5º	RS	48	DelUruguaiana	21	
5º	RS	25	DelUruguaiana	11	
5º	RS	53	DelUruguaiana	1	
5º	RS	26	DelUruguaiana	6194	
5º	RS	51	DelUruguaiana	961	
5º	RS	28	DelUruguaiana	6	
5º	RS	31	DelUruguaiana	18	
5º	RS	34	DelUruguaiana	1	
5º	RS	105	DelUruguaiana	1	
5º	RS	35	DelUruguaiana	1522	
5º	RS	108	DelUruguaiana	242	
5º	RS	99	DelUruguaiana	171	
5º	RS	13	DelUruguaiana	2	
5º	RS	1	DelUruguaiana	1	
5º	RS	41	DelUruguaiana	8	
5º	RS	46	DelUruguaiana	1	
5º	RS	43	DelUruguaiana	4	
8º	PR	23	DelGuaira	2	
8º	PR	48	DelGuaira	62	
8º	PR	25	DelGuaira	5	
8º	PR	53	DelGuaira	11	
8º	PR	26	DelGuaira	20011	
8º	PR	51	DelGuaira	10	
8º	PR	10	DelGuaira	2	
8º	PR	28	DelGuaira	104	
8º	PR	31	DelGuaira	252	
8º	PR	57	DelGuaira	14	
8º	PR	32	DelGuaira	1	
8º	PR	33	DelGuaira	46	
8º	PR	44	DelGuaira	1	
8º	PR	59	DelGuaira	1	
8º	PR	34	DelGuaira	1	
8º	PR	105	DelGuaira	12	
8º	PR	103	DelGuaira	1	
8º	PR	35	DelGuaira	8132	
8º	PR	108	DelGuaira	2373	
8º	PR	62	DelGuaira	2	
8º	PR	99	DelGuaira	7023	
8º	PR	13	DelGuaira	8	
8º	PR	38	DelGuaira	16	
8º	PR	41	DelGuaira	137	
8º	PR	42	DelGuaira	1	
8º	PR	2	DelGuaira	1	
8º	PR	46	DelGuaira	1	
8º	PR	43	DelGuaira	26	
1º	RJ	48	AGPARATI	12	
1º	RJ	25	AGPARATI	5	
1º	RJ	26	AGPARATI	1847	
1º	RJ	51	AGPARATI	301	
1º	RJ	28	AGPARATI	4	
1º	RJ	31	AGPARATI	23	
1º	RJ	32	AGPARATI	78	
1º	RJ	33	AGPARATI	22	
1º	RJ	44	AGPARATI	1	
1º	RJ	59	AGPARATI	1	
1º	RJ	34	AGPARATI	1	
1º	RJ	105	AGPARATI	5	
1º	RJ	103	AGPARATI	1	
1º	RJ	35	AGPARATI	1081	
1º	RJ	108	AGPARATI	191	
1º	RJ	37	AGPARATI	17	
1º	RJ	99	AGPARATI	487	
1º	RJ	13	AGPARATI	4	
1º	RJ	38	AGPARATI	15	
1º	RJ	42	AGPARATI	33	
1º	RJ	46	AGPARATI	86	
1º	RJ	43	AGPARATI	194	
1º	RJ	48	AGSJBARRA	1	
1º	RJ	26	AGSJBARRA	390	
1º	RJ	55	AGSJBARRA	1	
1º	RJ	51	AGSJBARRA	1257	
1º	RJ	28	AGSJBARRA	2	
1º	RJ	31	AGSJBARRA	24	
1º	RJ	32	AGSJBARRA	1	
1º	RJ	35	AGSJBARRA	152	
1º	RJ	108	AGSJBARRA	91	
1º	RJ	37	AGSJBARRA	1	
1º	RJ	13	AGSJBARRA	5	
1º	RJ	38	AGSJBARRA	167	
1º	RJ	46	AGSJBARRA	90	
1º	ES	109	CPES	2	
1º	ES	107	CPES	2	
1º	ES	52	CPES	3	
1º	ES	48	CPES	136	
1º	ES	25	CPES	43	
1º	ES	53	CPES	6	
1º	ES	26	CPES	8589	
1º	ES	27	CPES	7	
1º	ES	55	CPES	16	
1º	ES	54	CPES	5	
1º	ES	51	CPES	1155	
1º	ES	10	CPES	3	
1º	ES	28	CPES	75	
1º	ES	31	CPES	68	
1º	ES	32	CPES	23	
1º	ES	33	CPES	67	
1º	ES	7	CPES	1	
1º	ES	44	CPES	1	
1º	ES	59	CPES	2	
1º	ES	34	CPES	15	
1º	ES	105	CPES	7	
1º	ES	103	CPES	1	
1º	ES	35	CPES	2970	
1º	ES	47	CPES	1	
1º	ES	108	CPES	3234	
1º	ES	37	CPES	5	
1º	ES	61	CPES	1	
1º	ES	99	CPES	1832	
1º	ES	13	CPES	10	
1º	ES	20	CPES	1	
1º	ES	38	CPES	477	
1º	ES	39	CPES	3	
1º	ES	18	CPES	1	
1º	ES	41	CPES	29	
1º	ES	9	CPES	1	
1º	ES	42	CPES	34	
1º	ES	45	CPES	2	
1º	ES	2	CPES	1	
1º	ES	46	CPES	33	
1º	ES	43	CPES	160	
1º	RJ	23	CPRJ	5	
1º	RJ	109	CPRJ	1	
1º	RJ	107	CPRJ	3	
1º	RJ	52	CPRJ	13	
1º	RJ	102	CPRJ	15	
1º	RJ	48	CPRJ	339	
1º	RJ	25	CPRJ	493	
1º	RJ	53	CPRJ	24	
1º	RJ	26	CPRJ	6085	
1º	RJ	27	CPRJ	33	
1º	RJ	55	CPRJ	8	
1º	RJ	54	CPRJ	10	
1º	RJ	51	CPRJ	119	
1º	RJ	10	CPRJ	117	
1º	RJ	28	CPRJ	507	
1º	RJ	30	CPRJ	42	
1º	RJ	31	CPRJ	130	
1º	RJ	57	CPRJ	6	
1º	RJ	32	CPRJ	68	
1º	RJ	104	CPRJ	1	
1º	RJ	24	CPRJ	19	
1º	RJ	58	CPRJ	3	
1º	RJ	33	CPRJ	716	
1º	RJ	7	CPRJ	76	
1º	RJ	44	CPRJ	9	
1º	RJ	59	CPRJ	182	
1º	RJ	34	CPRJ	75	
1º	RJ	105	CPRJ	25	
1º	RJ	103	CPRJ	12	
1º	RJ	35	CPRJ	17812	
1º	RJ	60	CPRJ	5	
1º	RJ	47	CPRJ	74	
1º	RJ	100	CPRJ	1	
1º	RJ	108	CPRJ	4204	
1º	RJ	37	CPRJ	102	
1º	RJ	61	CPRJ	10	
1º	RJ	99	CPRJ	18583	
1º	RJ	13	CPRJ	48	
1º	RJ	63	CPRJ	7	
1º	RJ	38	CPRJ	373	
1º	RJ	39	CPRJ	47	
1º	RJ	4	CPRJ	122	
1º	RJ	111	CPRJ	2	
1º	RJ	18	CPRJ	4	
1º	RJ	1	CPRJ	11	
1º	RJ	17	CPRJ	27	
1º	RJ	8	CPRJ	16	
1º	RJ	6	CPRJ	13	
1º	RJ	110	CPRJ	1	
1º	RJ	41	CPRJ	506	
1º	RJ	9	CPRJ	8	
1º	RJ	12	CPRJ	2	
1º	RJ	42	CPRJ	73	
1º	RJ	22	CPRJ	19	
1º	RJ	45	CPRJ	385	
1º	RJ	2	CPRJ	5	
1º	RJ	46	CPRJ	662	
1º	RJ	15	CPRJ	4	
1º	RJ	106	CPRJ	15	
1º	RJ	43	CPRJ	5588	
1º	RJ	52	DELAREIS	1	
1º	RJ	48	DELAREIS	33	
1º	RJ	25	DELAREIS	115	
1º	RJ	26	DELAREIS	2420	
1º	RJ	27	DELAREIS	1	
1º	RJ	51	DELAREIS	9	
1º	RJ	28	DELAREIS	8	
1º	RJ	30	DELAREIS	4	
1º	RJ	31	DELAREIS	52	
1º	RJ	32	DELAREIS	128	
1º	RJ	24	DELAREIS	3	
1º	RJ	33	DELAREIS	46	
1º	RJ	59	DELAREIS	19	
1º	RJ	34	DELAREIS	12	
1º	RJ	105	DELAREIS	16	
1º	RJ	35	DELAREIS	5918	
1º	RJ	47	DELAREIS	1	
1º	RJ	108	DELAREIS	1365	
1º	RJ	37	DELAREIS	22	
1º	RJ	62	DELAREIS	1	
1º	RJ	99	DELAREIS	1456	
1º	RJ	13	DELAREIS	2	
1º	RJ	63	DELAREIS	1	
1º	RJ	38	DELAREIS	66	
1º	RJ	39	DELAREIS	1	
1º	RJ	4	DELAREIS	12	
1º	RJ	18	DELAREIS	1	
1º	RJ	1	DELAREIS	2	
1º	RJ	17	DELAREIS	10	
1º	RJ	40	DELAREIS	1	
1º	RJ	41	DELAREIS	14	
1º	RJ	42	DELAREIS	66	
1º	RJ	2	DELAREIS	1	
1º	RJ	46	DELAREIS	347	
1º	RJ	43	DELAREIS	618	
1º	RJ	109	DELCFRIO	3	
1º	RJ	52	DELCFRIO	9	
1º	RJ	48	DELCFRIO	15	
1º	RJ	25	DELCFRIO	90	
1º	RJ	53	DELCFRIO	2	
1º	RJ	26	DELCFRIO	1715	
1º	RJ	55	DELCFRIO	3	
1º	RJ	54	DELCFRIO	2	
1º	RJ	51	DELCFRIO	16	
1º	RJ	10	DELCFRIO	1	
1º	RJ	28	DELCFRIO	5	
1º	RJ	31	DELCFRIO	20	
1º	RJ	32	DELCFRIO	91	
1º	RJ	33	DELCFRIO	7	
1º	RJ	59	DELCFRIO	5	
1º	RJ	34	DELCFRIO	58	
1º	RJ	105	DELCFRIO	8	
1º	RJ	35	DELCFRIO	2929	
1º	RJ	60	DELCFRIO	1	
1º	RJ	108	DELCFRIO	1437	
1º	RJ	37	DELCFRIO	17	
1º	RJ	99	DELCFRIO	1416	
1º	RJ	13	DELCFRIO	56	
1º	RJ	38	DELCFRIO	195	
1º	RJ	39	DELCFRIO	1	
1º	RJ	41	DELCFRIO	4	
1º	RJ	42	DELCFRIO	23	
1º	RJ	46	DELCFRIO	114	
1º	RJ	43	DELCFRIO	235	
1º	RJ	48	DELITACURUÇÁ	8	
1º	RJ	25	DELITACURUÇÁ	18	
1º	RJ	53	DELITACURUÇÁ	22	
1º	RJ	26	DELITACURUÇÁ	4703	
1º	RJ	27	DELITACURUÇÁ	1	
1º	RJ	55	DELITACURUÇÁ	7	
1º	RJ	54	DELITACURUÇÁ	13	
1º	RJ	51	DELITACURUÇÁ	94	
1º	RJ	28	DELITACURUÇÁ	34	
1º	RJ	31	DELITACURUÇÁ	23	
1º	RJ	57	DELITACURUÇÁ	6	
1º	RJ	32	DELITACURUÇÁ	54	
1º	RJ	33	DELITACURUÇÁ	163	
1º	RJ	59	DELITACURUÇÁ	7	
1º	RJ	34	DELITACURUÇÁ	17	
1º	RJ	105	DELITACURUÇÁ	3	
1º	RJ	35	DELITACURUÇÁ	5605	
1º	RJ	60	DELITACURUÇÁ	1	
1º	RJ	108	DELITACURUÇÁ	955	
1º	RJ	37	DELITACURUÇÁ	5	
1º	RJ	99	DELITACURUÇÁ	4781	
1º	RJ	13	DELITACURUÇÁ	1	
1º	RJ	38	DELITACURUÇÁ	220	
1º	RJ	4	DELITACURUÇÁ	1	
1º	RJ	41	DELITACURUÇÁ	19	
1º	RJ	12	DELITACURUÇÁ	1	
1º	RJ	42	DELITACURUÇÁ	38	
1º	RJ	46	DELITACURUÇÁ	170	
1º	RJ	43	DELITACURUÇÁ	237	
1º	RJ	48	DELMACAÉ	60	
1º	RJ	25	DELMACAÉ	1	
1º	RJ	26	DELMACAÉ	570	
1º	RJ	55	DELMACAÉ	2	
1º	RJ	54	DELMACAÉ	1	
1º	RJ	51	DELMACAÉ	912	
1º	RJ	10	DELMACAÉ	4	
1º	RJ	28	DELMACAÉ	18	
1º	RJ	31	DELMACAÉ	25	
1º	RJ	32	DELMACAÉ	6	
1º	RJ	58	DELMACAÉ	1	
1º	RJ	33	DELMACAÉ	10	
1º	RJ	59	DELMACAÉ	2	
1º	RJ	34	DELMACAÉ	3	
1º	RJ	35	DELMACAÉ	1448	
1º	RJ	108	DELMACAÉ	362	
1º	RJ	99	DELMACAÉ	276	
1º	RJ	13	DELMACAÉ	27	
1º	RJ	63	DELMACAÉ	8	
1º	RJ	38	DELMACAÉ	1369	
1º	RJ	1	DELMACAÉ	2	
1º	RJ	17	DELMACAÉ	2	
1º	RJ	41	DELMACAÉ	4	
1º	RJ	42	DELMACAÉ	2	
1º	RJ	45	DELMACAÉ	10	
1º	RJ	46	DELMACAÉ	378	
1º	RJ	15	DELMACAÉ	2	
1º	RJ	43	DELMACAÉ	42	
2º	BA	48	AGBJLP	32	
2º	BA	25	AGBJLP	6	
2º	BA	26	AGBJLP	442	
2º	BA	51	AGBJLP	1069	
2º	BA	28	AGBJLP	136	
2º	BA	31	AGBJLP	41	
2º	BA	57	AGBJLP	16	
2º	BA	33	AGBJLP	1	
2º	BA	34	AGBJLP	3	
2º	BA	105	AGBJLP	1	
2º	BA	35	AGBJLP	1953	
2º	BA	108	AGBJLP	109	
2º	BA	37	AGBJLP	4	
2º	BA	99	AGBJLP	183	
2º	BA	63	AGBJLP	1	
2º	BA	38	AGBJLP	2	
2º	BA	41	AGBJLP	16	
2º	BA	52	AGJUAZEIRO	2	
2º	BA	48	AGJUAZEIRO	43	
2º	BA	25	AGJUAZEIRO	414	
2º	BA	26	AGJUAZEIRO	252	
2º	BA	27	AGJUAZEIRO	1	
2º	BA	54	AGJUAZEIRO	2	
2º	BA	51	AGJUAZEIRO	1767	
2º	BA	10	AGJUAZEIRO	18	
2º	BA	28	AGJUAZEIRO	42	
2º	BA	30	AGJUAZEIRO	1	
2º	BA	31	AGJUAZEIRO	8	
2º	BA	57	AGJUAZEIRO	14	
2º	BA	32	AGJUAZEIRO	2	
2º	BA	33	AGJUAZEIRO	2	
2º	BA	44	AGJUAZEIRO	1	
2º	BA	34	AGJUAZEIRO	108	
2º	BA	105	AGJUAZEIRO	10	
2º	BA	35	AGJUAZEIRO	784	
2º	BA	108	AGJUAZEIRO	581	
2º	BA	37	AGJUAZEIRO	2	
2º	BA	99	AGJUAZEIRO	78	
2º	BA	13	AGJUAZEIRO	28	
2º	BA	63	AGJUAZEIRO	26	
2º	BA	38	AGJUAZEIRO	10	
2º	BA	39	AGJUAZEIRO	1	
2º	BA	41	AGJUAZEIRO	14	
2º	BA	12	AGJUAZEIRO	1	
2º	BA	43	AGJUAZEIRO	9	
2º	BA	52	CPBA	2	
2º	BA	48	CPBA	101	
2º	BA	25	CPBA	186	
2º	BA	26	CPBA	1214	
2º	BA	27	CPBA	5	
2º	BA	55	CPBA	3	
2º	BA	54	CPBA	3	
2º	BA	51	CPBA	1834	
2º	BA	10	CPBA	2	
2º	BA	28	CPBA	91	
2º	BA	31	CPBA	15	
2º	BA	57	CPBA	6	
2º	BA	32	CPBA	232	
2º	BA	33	CPBA	90	
2º	BA	44	CPBA	1	
2º	BA	59	CPBA	92	
2º	BA	34	CPBA	166	
2º	BA	105	CPBA	17	
2º	BA	103	CPBA	2	
2º	BA	35	CPBA	6489	
2º	BA	60	CPBA	2	
2º	BA	47	CPBA	2	
2º	BA	100	CPBA	1	
2º	BA	108	CPBA	2869	
2º	BA	37	CPBA	50	
2º	BA	99	CPBA	701	
2º	BA	13	CPBA	3	
2º	BA	38	CPBA	54	
2º	BA	39	CPBA	1	
2º	BA	4	CPBA	28	
2º	BA	111	CPBA	1	
2º	BA	18	CPBA	2	
2º	BA	8	CPBA	4	
2º	BA	6	CPBA	1	
2º	BA	110	CPBA	1	
2º	BA	41	CPBA	28	
2º	BA	12	CPBA	12	
2º	BA	42	CPBA	5957	
2º	BA	2	CPBA	3	
2º	BA	46	CPBA	9	
2º	BA	106	CPBA	1	
2º	BA	43	CPBA	766	
2º	SE	52	CPSE	1	
2º	SE	48	CPSE	23	
2º	SE	26	CPSE	710	
2º	SE	55	CPSE	1	
2º	SE	51	CPSE	236	
2º	SE	28	CPSE	3	
2º	SE	31	CPSE	2	
2º	SE	32	CPSE	6	
2º	SE	33	CPSE	8	
2º	SE	7	CPSE	1	
2º	SE	59	CPSE	1	
2º	SE	34	CPSE	336	
2º	SE	105	CPSE	10	
2º	SE	35	CPSE	901	
