DN	UF	COD_EMB	SIGLA OM	QTDE	
5º	SC	37	DELSFSUL	6	
5º	SC	62	DELSFSUL	4	
5º	SC	99	DELSFSUL	5283	
5º	SC	13	DELSFSUL	23	
5º	SC	38	DELSFSUL	41	
5º	SC	1	DELSFSUL	1	
5º	SC	40	DELSFSUL	1	
5º	SC	41	DELSFSUL	16	
5º	SC	42	DELSFSUL	2	
5º	SC	45	DELSFSUL	5	
5º	SC	46	DELSFSUL	26	
5º	SC	43	DELSFSUL	346	
5º	RS	23	DELURUGUAIANA	1	
5º	RS	48	DELURUGUAIANA	31	
5º	RS	25	DELURUGUAIANA	17	
5º	RS	53	DELURUGUAIANA	1	
5º	RS	26	DELURUGUAIANA	6232	
5º	RS	51	DELURUGUAIANA	986	
5º	RS	28	DELURUGUAIANA	9	
5º	RS	31	DELURUGUAIANA	28	
5º	RS	34	DELURUGUAIANA	1	
5º	RS	105	DELURUGUAIANA	2	
5º	RS	35	DELURUGUAIANA	1686	
5º	RS	108	DELURUGUAIANA	245	
5º	RS	99	DELURUGUAIANA	565	
5º	RS	13	DELURUGUAIANA	2	
5º	RS	1	DELURUGUAIANA	1	
5º	RS	41	DELURUGUAIANA	15	
5º	RS	46	DELURUGUAIANA	1	
5º	RS	43	DELURUGUAIANA	4	
6º	MT	48	AGCÁCERES	27	
6º	MT	25	AGCÁCERES	4	
6º	MT	26	AGCÁCERES	6937	
6º	MT	51	AGCÁCERES	369	
6º	MT	28	AGCÁCERES	277	
6º	MT	31	AGCÁCERES	31	
6º	MT	58	AGCÁCERES	2	
6º	MT	33	AGCÁCERES	44	
6º	MT	44	AGCÁCERES	1	
6º	MT	59	AGCÁCERES	1	
6º	MT	34	AGCÁCERES	1	
6º	MT	35	AGCÁCERES	763	
6º	MT	108	AGCÁCERES	121	
6º	MT	37	AGCÁCERES	2	
6º	MT	99	AGCÁCERES	1447	
6º	MT	13	AGCÁCERES	15	
6º	MT	41	AGCÁCERES	14	
6º	MS	48	AGPMURTINHO	10	
6º	MS	25	AGPMURTINHO	2	
6º	MS	53	AGPMURTINHO	1	
6º	MS	26	AGPMURTINHO	4912	
6º	MS	55	AGPMURTINHO	2	
6º	MS	51	AGPMURTINHO	6	
6º	MS	28	AGPMURTINHO	22	
6º	MS	56	AGPMURTINHO	1	
6º	MS	31	AGPMURTINHO	8	
6º	MS	33	AGPMURTINHO	9	
6º	MS	44	AGPMURTINHO	4	
6º	MS	35	AGPMURTINHO	889	
6º	MS	108	AGPMURTINHO	282	
6º	MS	99	AGPMURTINHO	947	
6º	MS	13	AGPMURTINHO	19	
6º	MS	63	AGPMURTINHO	1	
6º	MS	41	AGPMURTINHO	4	
6º	MS	43	AGPMURTINHO	1	
6º	DF	48	AGSFARAGUAIA	96	7 DN
6º	DF	25	AGSFARAGUAIA	8	7 DN
6º	DF	53	AGSFARAGUAIA	1	7 DN
6º	DF	26	AGSFARAGUAIA	251	7 DN
6º	DF	51	AGSFARAGUAIA	2593	7 DN
6º	DF	10	AGSFARAGUAIA	3	7 DN
6º	DF	28	AGSFARAGUAIA	357	7 DN
6º	DF	30	AGSFARAGUAIA	1	7 DN
6º	DF	31	AGSFARAGUAIA	5	7 DN
6º	DF	57	AGSFARAGUAIA	4	7 DN
6º	DF	33	AGSFARAGUAIA	38	7 DN
6º	DF	44	AGSFARAGUAIA	1	7 DN
6º	DF	105	AGSFARAGUAIA	21	7 DN
6º	DF	35	AGSFARAGUAIA	525	7 DN
6º	DF	108	AGSFARAGUAIA	288	7 DN
6º	DF	99	AGSFARAGUAIA	13	7 DN
6º	DF	13	AGSFARAGUAIA	10	7 DN
6º	DF	63	AGSFARAGUAIA	2	7 DN
6º	DF	43	AGSFARAGUAIA	2	7 DN
6º	MT	107	CFPN	8	
6º	MT	48	CFPN	40	
6º	MT	25	CFPN	28	
6º	MT	26	CFPN	7972	
6º	MT	27	CFPN	1	
6º	MT	51	CFPN	2	
6º	MT	10	CFPN	6	
6º	MT	28	CFPN	89	
6º	MT	31	CFPN	33	
6º	MT	57	CFPN	26	
6º	MT	32	CFPN	1	
6º	MT	33	CFPN	38	
6º	MT	34	CFPN	1	
6º	MT	105	CFPN	3	
6º	MT	103	CFPN	2	
6º	MT	35	CFPN	1594	
6º	MT	108	CFPN	388	
6º	MT	37	CFPN	1	
6º	MT	99	CFPN	3317	
6º	MT	13	CFPN	51	
6º	MT	63	CFPN	1	
6º	MT	38	CFPN	1	
6º	MT	1	CFPN	1	
6º	MT	41	CFPN	35	
6º	MT	12	CFPN	1	
6º	MT	43	CFPN	5	
6º	MT	48	DELCUIABÁ	68	
6º	MT	25	DELCUIABÁ	18	
6º	MT	53	DELCUIABÁ	3	
6º	MT	26	DELCUIABÁ	7922	
6º	MT	55	DELCUIABÁ	4	
6º	MT	51	DELCUIABÁ	51	
6º	MT	10	DELCUIABÁ	2	
6º	MT	28	DELCUIABÁ	327	
6º	MT	31	DELCUIABÁ	252	
6º	MT	57	DELCUIABÁ	9	
6º	MT	32	DELCUIABÁ	2	
6º	MT	58	DELCUIABÁ	1	
6º	MT	33	DELCUIABÁ	102	
6º	MT	34	DELCUIABÁ	4	
6º	MT	105	DELCUIABÁ	13	
6º	MT	103	DELCUIABÁ	1	
6º	MT	35	DELCUIABÁ	2703	
6º	MT	108	DELCUIABÁ	1265	
6º	MT	37	DELCUIABÁ	2	
6º	MT	99	DELCUIABÁ	1702	
6º	MT	13	DELCUIABÁ	4	
6º	MT	63	DELCUIABÁ	2	
6º	MT	38	DELCUIABÁ	1	
6º	MT	1	DELCUIABÁ	2	
6º	MT	41	DELCUIABÁ	38	
6º	MT	42	DELCUIABÁ	2	
6º	MT	46	DELCUIABÁ	2	
6º	MT	43	DELCUIABÁ	5	
7º	DF	48	CFB	76	
7º	DF	25	CFB	25	
7º	DF	53	CFB	1	
7º	DF	26	CFB	4772	
7º	DF	27	CFB	2	
7º	DF	55	CFB	3	
7º	DF	51	CFB	1045	
7º	DF	10	CFB	4	
7º	DF	28	CFB	13341	
7º	DF	31	CFB	215	
7º	DF	57	CFB	3	
7º	DF	32	CFB	3	
7º	DF	33	CFB	136	
7º	DF	50	CFB	1	
7º	DF	44	CFB	1	
7º	DF	34	CFB	92	
7º	DF	105	CFB	45	
7º	DF	103	CFB	5	
7º	DF	35	CFB	7899	
7º	DF	60	CFB	1	
7º	DF	47	CFB	2	
7º	DF	108	CFB	5976	
7º	DF	37	CFB	78	
7º	DF	99	CFB	16898	
7º	DF	13	CFB	14	
7º	DF	63	CFB	1	
7º	DF	38	CFB	1	
7º	DF	1	CFB	1	
7º	DF	41	CFB	27	
7º	DF	42	CFB	4	
7º	DF	46	CFB	3	
7º	DF	43	CFB	1006	
7º	TO	48	CFAT	34	
7º	TO	25	CFAT	5	
7º	TO	26	CFAT	539	
7º	TO	51	CFAT	3054	
7º	TO	21	CFAT	1	
7º	TO	10	CFAT	2	
7º	TO	28	CFAT	676	
7º	TO	31	CFAT	16	
7º	TO	57	CFAT	11	
7º	TO	32	CFAT	5	
7º	TO	33	CFAT	25	
7º	TO	44	CFAT	1	
7º	TO	34	CFAT	5	
7º	TO	105	CFAT	44	
7º	TO	35	CFAT	1851	
7º	TO	108	CFAT	863	
7º	TO	37	CFAT	43	
7º	TO	99	CFAT	14	
7º	TO	13	CFAT	4	
7º	TO	63	CFAT	2	
7º	TO	38	CFAT	1	
7º	TO	41	CFAT	3	
7º	TO	46	CFAT	1	
7º	TO	43	CFAT	6	
8º	SP	109	CPSP	2	
8º	SP	102	CPSP	1	
8º	SP	48	CPSP	265	
8º	SP	25	CPSP	62	
8º	SP	53	CPSP	52	
8º	SP	26	CPSP	25574	
8º	SP	27	CPSP	10	
8º	SP	55	CPSP	6	
8º	SP	54	CPSP	2	
8º	SP	51	CPSP	958	
8º	SP	10	CPSP	5	
8º	SP	28	CPSP	863	
8º	SP	30	CPSP	1	
8º	SP	31	CPSP	568	
8º	SP	57	CPSP	20	
8º	SP	32	CPSP	38	
8º	SP	24	CPSP	1	
8º	SP	33	CPSP	720	
8º	SP	7	CPSP	2	
8º	SP	50	CPSP	2	
8º	SP	44	CPSP	13	
8º	SP	59	CPSP	28	
8º	SP	34	CPSP	89	
8º	SP	105	CPSP	163	
8º	SP	103	CPSP	3	
8º	SP	35	CPSP	21133	
8º	SP	60	CPSP	3	
8º	SP	108	CPSP	21509	
8º	SP	37	CPSP	47	
8º	SP	62	CPSP	2	
8º	SP	99	CPSP	19778	
8º	SP	13	CPSP	10	
8º	SP	38	CPSP	301	
8º	SP	39	CPSP	3	
8º	SP	4	CPSP	4	
8º	SP	8	CPSP	1	
8º	SP	6	CPSP	1	
8º	SP	41	CPSP	158	
8º	SP	9	CPSP	1	
8º	SP	12	CPSP	20	
8º	SP	42	CPSP	25	
8º	SP	45	CPSP	2	
8º	SP	2	CPSP	1	
8º	SP	46	CPSP	41	
8º	SP	43	CPSP	2531	
8º	PR	23	CPPR	1	
8º	PR	52	CPPR	1	
8º	PR	48	CPPR	35	
8º	PR	25	CPPR	15	
8º	PR	53	CPPR	2	
8º	PR	26	CPPR	7552	
8º	PR	55	CPPR	3	
8º	PR	54	CPPR	2	
8º	PR	51	CPPR	2941	
8º	PR	28	CPPR	54	
8º	PR	30	CPPR	2	
8º	PR	31	CPPR	37	
8º	PR	57	CPPR	4	
8º	PR	32	CPPR	13	
8º	PR	33	CPPR	19	
8º	PR	44	CPPR	3	
8º	PR	59	CPPR	2	
8º	PR	34	CPPR	5	
8º	PR	105	CPPR	11	
8º	PR	103	CPPR	3	
8º	PR	35	CPPR	9959	
8º	PR	60	CPPR	1	
8º	PR	108	CPPR	2646	
8º	PR	37	CPPR	3	
8º	PR	99	CPPR	5248	
8º	PR	13	CPPR	19	
8º	PR	63	CPPR	3	
8º	PR	38	CPPR	144	
8º	PR	4	CPPR	1	
8º	PR	111	CPPR	1	
8º	PR	41	CPPR	18	
8º	PR	12	CPPR	5	
8º	PR	2	CPPR	1	
8º	PR	46	CPPR	1	
8º	PR	43	CPPR	626	
8º	PR	48	CFRP	73	
8º	PR	25	CFRP	1	
8º	PR	53	CFRP	8	
8º	PR	26	CFRP	1423	
8º	PR	55	CFRP	1	
8º	PR	51	CFRP	74	
8º	PR	28	CFRP	31	
8º	PR	31	CFRP	153	
8º	PR	57	CFRP	7	
8º	PR	32	CFRP	1	
8º	PR	33	CFRP	76	
8º	PR	7	CFRP	2	
8º	PR	34	CFRP	1	
8º	PR	105	CFRP	14	
8º	PR	103	CFRP	5	
8º	PR	35	CFRP	12865	
8º	PR	60	CFRP	2	
8º	PR	108	CFRP	1566	
8º	PR	37	CFRP	2	
8º	PR	99	CFRP	542	
8º	PR	41	CFRP	41	
8º	PR	43	CFRP	31	
8º	SP	23	CFTP	1	
8º	SP	48	CFTP	116	
8º	SP	25	CFTP	103	
8º	SP	53	CFTP	113	
8º	SP	26	CFTP	47292	
8º	SP	27	CFTP	2	
8º	SP	55	CFTP	3	
8º	SP	51	CFTP	143	
8º	SP	10	CFTP	8	
8º	SP	28	CFTP	306	
8º	SP	30	CFTP	2	
8º	SP	31	CFTP	464	
8º	SP	57	CFTP	146	
8º	SP	32	CFTP	2	
8º	SP	33	CFTP	375	
8º	SP	44	CFTP	14	
8º	SP	59	CFTP	6	
8º	SP	34	CFTP	31	
8º	SP	105	CFTP	55	
8º	SP	35	CFTP	10847	
8º	SP	60	CFTP	3	
8º	SP	108	CFTP	7742	
8º	SP	37	CFTP	101	
8º	SP	62	CFTP	2	
8º	SP	99	CFTP	9584	
8º	SP	13	CFTP	32	
8º	SP	38	CFTP	30	
8º	SP	39	CFTP	5	
8º	SP	1	CFTP	2	
8º	SP	41	CFTP	76	
8º	SP	12	CFTP	2	
8º	SP	42	CFTP	2	
8º	SP	45	CFTP	1	
8º	SP	2	CFTP	2	
8º	SP	46	CFTP	3	
8º	SP	15	CFTP	1	
8º	SP	43	CFTP	178	
8º	SP	52	DELSSEBASTIÃO	3	
8º	SP	102	DELSSEBASTIÃO	1	
8º	SP	48	DELSSEBASTIÃO	73	
8º	SP	25	DELSSEBASTIÃO	6	
8º	SP	53	DELSSEBASTIÃO	4	
8º	SP	26	DELSSEBASTIÃO	7409	
8º	SP	27	DELSSEBASTIÃO	1	
8º	SP	55	DELSSEBASTIÃO	1	
8º	SP	54	DELSSEBASTIÃO	1	
8º	SP	51	DELSSEBASTIÃO	355	
8º	SP	10	DELSSEBASTIÃO	4	
8º	SP	28	DELSSEBASTIÃO	192	
8º	SP	31	DELSSEBASTIÃO	463	
8º	SP	57	DELSSEBASTIÃO	4	
8º	SP	32	DELSSEBASTIÃO	73	
8º	SP	33	DELSSEBASTIÃO	39	
8º	SP	50	DELSSEBASTIÃO	1	
8º	SP	59	DELSSEBASTIÃO	10	
8º	SP	34	DELSSEBASTIÃO	22	
8º	SP	105	DELSSEBASTIÃO	37	
8º	SP	35	DELSSEBASTIÃO	9456	
8º	SP	108	DELSSEBASTIÃO	4011	
8º	SP	37	DELSSEBASTIÃO	29	
8º	SP	99	DELSSEBASTIÃO	1433	
8º	SP	13	DELSSEBASTIÃO	3	
8º	SP	38	DELSSEBASTIÃO	35	
8º	SP	4	DELSSEBASTIÃO	6	
8º	SP	1	DELSSEBASTIÃO	1	
8º	SP	41	DELSSEBASTIÃO	70	
8º	SP	42	DELSSEBASTIÃO	17	
8º	SP	46	DELSSEBASTIÃO	73	
8º	SP	43	DELSSEBASTIÃO	1031	
8º	SP	23	DELPEPITÁCIO	1	
8º	SP	48	DELPEPITÁCIO	61	
8º	SP	25	DELPEPITÁCIO	11	
8º	SP	53	DELPEPITÁCIO	14	
8º	SP	26	DELPEPITÁCIO	16533	
8º	SP	55	DELPEPITÁCIO	1	
8º	SP	51	DELPEPITÁCIO	7	
8º	SP	28	DELPEPITÁCIO	291	
8º	SP	31	DELPEPITÁCIO	111	
8º	SP	57	DELPEPITÁCIO	17	
8º	SP	32	DELPEPITÁCIO	3	
8º	SP	33	DELPEPITÁCIO	131	
8º	SP	44	DELPEPITÁCIO	1	
8º	SP	59	DELPEPITÁCIO	1	
8º	SP	34	DELPEPITÁCIO	4	
8º	SP	105	DELPEPITÁCIO	3	
8º	SP	103	DELPEPITÁCIO	1	
8º	SP	35	DELPEPITÁCIO	3322	
8º	SP	108	DELPEPITÁCIO	1694	
8º	SP	37	DELPEPITÁCIO	1	
8º	SP	99	DELPEPITÁCIO	4813	
8º	SP	13	DELPEPITÁCIO	9	
8º	SP	63	DELPEPITÁCIO	2	
8º	SP	38	DELPEPITÁCIO	59	
8º	SP	40	DELPEPITÁCIO	1	
8º	SP	41	DELPEPITÁCIO	64	
8º	SP	12	DELPEPITÁCIO	1	
8º	SP	42	DELPEPITÁCIO	1	
8º	SP	45	DELPEPITÁCIO	3	
8º	SP	46	DELPEPITÁCIO	3	
8º	SP	43	DELPEPITÁCIO	17	
8º	PR	23	DELGUAIRA	2	
8º	PR	48	DELGUAIRA	73	
8º	PR	25	DELGUAIRA	6	
8º	PR	53	DELGUAIRA	11	
8º	PR	26	DELGUAIRA	20122	
8º	PR	51	DELGUAIRA	11	
8º	PR	10	DELGUAIRA	2	
8º	PR	28	DELGUAIRA	107	
8º	PR	31	DELGUAIRA	262	
8º	PR	57	DELGUAIRA	13	
8º	PR	32	DELGUAIRA	1	
8º	PR	33	DELGUAIRA	50	
8º	PR	44	DELGUAIRA	1	
8º	PR	59	DELGUAIRA	1	
8º	PR	34	DELGUAIRA	1	
8º	PR	105	DELGUAIRA	10	
8º	PR	103	DELGUAIRA	1	
8º	PR	35	DELGUAIRA	8258	
8º	PR	108	DELGUAIRA	2364	
8º	PR	62	DELGUAIRA	2	
8º	PR	99	DELGUAIRA	7143	
8º	PR	13	DELGUAIRA	9	
8º	PR	38	DELGUAIRA	16	
8º	PR	41	DELGUAIRA	148	
8º	PR	42	DELGUAIRA	1	
8º	PR	2	DELGUAIRA	1	
8º	PR	46	DELGUAIRA	1	
8º	PR	43	DELGUAIRA	25	
9º	AC	48	AGBACRE	38	
9º	AC	25	AGBACRE	2	
9º	AC	53	AGBACRE	11	
9º	AC	26	AGBACRE	21	
9º	AC	55	AGBACRE	1	
9º	AC	54	AGBACRE	1	
9º	AC	51	AGBACRE	758	
9º	AC	10	AGBACRE	151	
9º	AC	28	AGBACRE	1	
9º	AC	31	AGBACRE	38	
9º	AC	57	AGBACRE	16	
9º	AC	33	AGBACRE	55	
9º	AC	105	AGBACRE	3	
9º	AC	35	AGBACRE	2204	
9º	AC	108	AGBACRE	110	
9º	AC	99	AGBACRE	186	
9º	AC	13	AGBACRE	33	
9º	AC	63	AGBACRE	16	
9º	AC	20	AGBACRE	1	
9º	AC	38	AGBACRE	167	
9º	AC	41	AGBACRE	54	
9º	AC	48	AGCSUL	30	
9º	AC	53	AGCSUL	97	
9º	AC	26	AGCSUL	110	
9º	AC	51	AGCSUL	256	
9º	AC	10	AGCSUL	4	
9º	AC	57	AGCSUL	2	
9º	AC	33	AGCSUL	32	
9º	AC	105	AGCSUL	1	
9º	AC	35	AGCSUL	41	
9º	AC	108	AGCSUL	13	
9º	AC	13	AGCSUL	13	
9º	AC	63	AGCSUL	5	
9º	AC	38	AGCSUL	2	
9º	AC	41	AGCSUL	5	
9º	AM	23	AGEIRUNEPÉ	1	
9º	AM	48	AGEIRUNEPÉ	54	
9º	AM	25	AGEIRUNEPÉ	12	
9º	AM	53	AGEIRUNEPÉ	386	
9º	AM	26	AGEIRUNEPÉ	95	
9º	AM	51	AGEIRUNEPÉ	226	
9º	AM	10	AGEIRUNEPÉ	7	
9º	AM	31	AGEIRUNEPÉ	5	
9º	AM	57	AGEIRUNEPÉ	19	
9º	AM	33	AGEIRUNEPÉ	25	
9º	AM	7	AGEIRUNEPÉ	2	
9º	AM	35	AGEIRUNEPÉ	500	
9º	AM	108	AGEIRUNEPÉ	25	
9º	AM	99	AGEIRUNEPÉ	65	
9º	AM	13	AGEIRUNEPÉ	3	
9º	AM	63	AGEIRUNEPÉ	6	
9º	AM	38	AGEIRUNEPÉ	16	
9º	AM	41	AGEIRUNEPÉ	39	
9º	AM	2	AGEIRUNEPÉ	1	
9º	RO	48	AGMIRIM	30	
9º	RO	53	AGMIRIM	2	
9º	RO	26	AGMIRIM	1099	
9º	RO	51	AGMIRIM	432	
9º	RO	28	AGMIRIM	756	
9º	RO	31	AGMIRIM	19	
9º	RO	57	AGMIRIM	7	
9º	RO	33	AGMIRIM	19	
9º	RO	35	AGMIRIM	1001	
9º	RO	108	AGMIRIM	34	
9º	RO	99	AGMIRIM	122	
9º	RO	13	AGMIRIM	7	
9º	RO	63	AGMIRIM	4	
9º	RO	38	AGMIRIM	6	
9º	RO	4	AGMIRIM	1	
9º	RO	41	AGMIRIM	32	
9º	RO	12	AGMIRIM	1	
9º	RO	42	AGMIRIM	1	
9º	RO	2	AGMIRIM	1	
9º	AM	48	AGHUMAITÁ	5	
9º	AM	53	AGHUMAITÁ	6	
9º	AM	26	AGHUMAITÁ	10	
9º	AM	51	AGHUMAITÁ	78	
9º	AM	10	AGHUMAITÁ	131	
9º	AM	30	AGHUMAITÁ	1	
9º	AM	31	AGHUMAITÁ	832	
9º	AM	57	AGHUMAITÁ	4	
9º	AM	33	AGHUMAITÁ	4	
9º	AM	35	AGHUMAITÁ	64	
9º	AM	13	AGHUMAITÁ	34	
9º	AM	63	AGHUMAITÁ	1	
9º	AM	38	AGHUMAITÁ	8	
9º	AM	41	AGHUMAITÁ	3	
9º	AM	2	AGHUMAITÁ	1	
9º	AM	48	AGITACOATIARA	49	
9º	AM	25	AGITACOATIARA	2	
9º	AM	53	AGITACOATIARA	1	
9º	AM	26	AGITACOATIARA	62	
9º	AM	51	AGITACOATIARA	156	
9º	AM	10	AGITACOATIARA	546	
9º	AM	56	AGITACOATIARA	1	
9º	AM	57	AGITACOATIARA	28	
9º	AM	33	AGITACOATIARA	36	
9º	AM	7	AGITACOATIARA	11	
9º	AM	59	AGITACOATIARA	2	
9º	AM	34	AGITACOATIARA	2	
9º	AM	35	AGITACOATIARA	346	
9º	AM	108	AGITACOATIARA	14	
9º	AM	99	AGITACOATIARA	24	
9º	AM	13	AGITACOATIARA	271	
9º	AM	63	AGITACOATIARA	202	
9º	AM	38	AGITACOATIARA	181	
9º	AM	39	AGITACOATIARA	2	
9º	AM	41	AGITACOATIARA	161	
9º	AM	12	AGITACOATIARA	1	
9º	AM	2	AGITACOATIARA	6	
9º	AM	106	AGITACOATIARA	3	
9º	AM	48	AGPARINTINS	37	
9º	AM	25	AGPARINTINS	1	
9º	AM	53	AGPARINTINS	7	
9º	AM	26	AGPARINTINS	407	
9º	AM	51	AGPARINTINS	601	
9º	AM	10	AGPARINTINS	361	
9º	AM	28	AGPARINTINS	2	
9º	AM	31	AGPARINTINS	1	
9º	AM	57	AGPARINTINS	26	
9º	AM	33	AGPARINTINS	33	
9º	AM	7	AGPARINTINS	2	
9º	AM	59	AGPARINTINS	6	
9º	AM	103	AGPARINTINS	1	
9º	AM	35	AGPARINTINS	765	
9º	AM	60	AGPARINTINS	43	
9º	AM	108	AGPARINTINS	22	
9º	AM	99	AGPARINTINS	54	
9º	AM	13	AGPARINTINS	625	
9º	AM	63	AGPARINTINS	1024	
9º	AM	38	AGPARINTINS	360	
9º	AM	4	AGPARINTINS	5	
9º	AM	41	AGPARINTINS	33	
9º	AM	12	AGPARINTINS	3	
9º	AM	2	AGPARINTINS	7	
9º	AM	106	AGPARINTINS	1	
9º	AM	23	AGTEFÉ	1	
9º	AM	48	AGTEFÉ	71	
9º	AM	53	AGTEFÉ	269	
9º	AM	26	AGTEFÉ	177	
9º	AM	51	AGTEFÉ	53	
9º	AM	10	AGTEFÉ	146	
9º	AM	31	AGTEFÉ	27	
9º	AM	57	AGTEFÉ	65	
9º	AM	33	AGTEFÉ	200	
9º	AM	7	AGTEFÉ	9	
9º	AM	105	AGTEFÉ	3	
9º	AM	35	AGTEFÉ	467	
9º	AM	108	AGTEFÉ	7	
9º	AM	99	AGTEFÉ	284	
9º	AM	13	AGTEFÉ	56	
9º	AM	63	AGTEFÉ	47	
9º	AM	38	AGTEFÉ	173	
9º	AM	39	AGTEFÉ	2	
9º	AM	41	AGTEFÉ	132	
9º	AM	107	CFAOC	2	
9º	AM	48	CFAOC	1839	
9º	AM	25	CFAOC	226	
9º	AM	53	CFAOC	2	
9º	AM	26	CFAOC	112	
9º	AM	27	CFAOC	5	
9º	AM	51	CFAOC	90	
9º	AM	10	CFAOC	1579	
9º	AM	28	CFAOC	9	
9º	AM	30	CFAOC	9	
9º	AM	31	CFAOC	17	
9º	AM	57	CFAOC	285	
9º	AM	58	CFAOC	2	
9º	AM	33	CFAOC	311	
9º	AM	7	CFAOC	74	
9º	AM	59	CFAOC	45	
9º	AM	34	CFAOC	1	
9º	AM	105	CFAOC	4	
9º	AM	103	CFAOC	1	
9º	AM	35	CFAOC	6287	
9º	AM	60	CFAOC	1	
9º	AM	108	CFAOC	1327	
9º	AM	37	CFAOC	41	
9º	AM	99	CFAOC	187	
9º	AM	13	CFAOC	648	
9º	AM	63	CFAOC	592	
9º	AM	20	CFAOC	2	
9º	AM	38	CFAOC	1220	
9º	AM	39	CFAOC	4	
9º	AM	4	CFAOC	16	
9º	AM	8	CFAOC	8	
9º	AM	41	CFAOC	882	
9º	AM	9	CFAOC	2	
9º	AM	12	CFAOC	28	
9º	AM	22	CFAOC	1	
9º	AM	2	CFAOC	54	
9º	AM	15	CFAOC	3	
9º	AM	106	CFAOC	1	
9º	AM	43	CFAOC	5	
9º	AM	23	CFT	1	
9º	AM	109	CFT	1	
9º	AM	48	CFT	67	
9º	AM	25	CFT	2	
9º	AM	53	CFT	8	
9º	AM	26	CFT	626	
9º	AM	55	CFT	4	
9º	AM	51	CFT	1290	
9º	AM	10	CFT	76	
9º	AM	31	CFT	7	
9º	AM	57	CFT	19	
9º	AM	33	CFT	119	
9º	AM	59	CFT	13	
9º	AM	103	CFT	1	
9º	AM	35	CFT	576	
9º	AM	108	CFT	1	
9º	AM	99	CFT	168	
9º	AM	13	CFT	14	
9º	AM	63	CFT	18	
9º	AM	38	CFT	24	
9º	AM	41	CFT	60	
9º	AM	2	CFT	1	
9º	RO	48	DELPVELHO	81	
9º	RO	25	DELPVELHO	5	
9º	RO	53	DELPVELHO	41	
9º	RO	26	DELPVELHO	981	
9º	RO	27	DELPVELHO	1	
9º	RO	51	DELPVELHO	385	
9º	RO	10	DELPVELHO	51	
9º	RO	28	DELPVELHO	612	
9º	RO	31	DELPVELHO	483	
9º	RO	57	DELPVELHO	113	
9º	RO	32	DELPVELHO	1	
9º	RO	33	DELPVELHO	98	
9º	RO	7	DELPVELHO	3	
9º	RO	105	DELPVELHO	7	
9º	RO	103	DELPVELHO	1	
9º	RO	35	DELPVELHO	1722	
9º	RO	60	DELPVELHO	1	
9º	RO	108	DELPVELHO	216	
9º	RO	99	DELPVELHO	105	
9º	RO	13	DELPVELHO	80	
9º	RO	63	DELPVELHO	33	
9º	RO	38	DELPVELHO	27	
9º	RO	41	DELPVELHO	154	
