OM;SIGLA OM;UF;IDENTIFICADOR DO TIPO DE EMBARCAÇÃO;TOTAL DE EMBARCAÇÕES DESSE TIPO
Capitania Fluvial de Porto Alegre;CFALEG;RS;25;35
Capitania Fluvial de Porto Alegre;CFALEG;RS;53;5
Capitania Fluvial de Porto Alegre;CFALEG;RS;26;9587
Capitania Fluvial de Porto Alegre;CFALEG;RS;27;3
Capitania Fluvial de Porto Alegre;CFALEG;RS;55;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;54;19
Capitania Fluvial de Porto Alegre;CFALEG;RS;51;185
Capitania Fluvial de Porto Alegre;CFALEG;RS;10;10
Capitania Fluvial de Porto Alegre;CFALEG;RS;28;73
Capitania Fluvial de Porto Alegre;CFALEG;RS;31;263
Capitania Fluvial de Porto Alegre;CFALEG;RS;57;12
Capitania Fluvial de Porto Alegre;CFALEG;RS;32;13
Capitania Fluvial de Porto Alegre;CFALEG;RS;33;38
Capitania Fluvial de Porto Alegre;CFALEG;RS;7;85
Capitania Fluvial de Porto Alegre;CFALEG;RS;50;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;44;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;59;7
Capitania Fluvial de Porto Alegre;CFALEG;RS;34;10
Capitania Fluvial de Porto Alegre;CFALEG;RS;105;18
Capitania Fluvial de Porto Alegre;CFALEG;RS;103;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;35;7215
Capitania Fluvial de Porto Alegre;CFALEG;RS;60;3
Capitania Fluvial de Porto Alegre;CFALEG;RS;108;4968
Capitania Fluvial de Porto Alegre;CFALEG;RS;37;31
Capitania Fluvial de Porto Alegre;CFALEG;RS;99;944
Capitania Fluvial de Porto Alegre;CFALEG;RS;13;5
Capitania Fluvial de Porto Alegre;CFALEG;RS;63;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;38;25
Capitania Fluvial de Porto Alegre;CFALEG;RS;4;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;18;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;1;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;6;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;41;95
Capitania Fluvial de Porto Alegre;CFALEG;RS;12;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;42;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;2;3
Capitania Fluvial de Porto Alegre;CFALEG;RS;46;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;106;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;43;1130
Capitania Fluvial de Santarém;CFAREM;PA;23;1
Capitania Fluvial de Santarém;CFAREM;PA;52;4
Capitania Fluvial de Santarém;CFAREM;PA;102;1
Capitania Fluvial de Santarém;CFAREM;PA;48;475
Capitania Fluvial de Santarém;CFAREM;PA;25;62
Capitania Fluvial de Santarém;CFAREM;PA;53;7
Capitania Fluvial de Santarém;CFAREM;PA;26;38
Capitania Fluvial de Santarém;CFAREM;PA;51;128
Capitania Fluvial de Santarém;CFAREM;PA;10;422
Capitania Fluvial de Santarém;CFAREM;PA;56;1
Capitania Fluvial de Santarém;CFAREM;PA;30;2
Capitania Fluvial de Santarém;CFAREM;PA;31;49
Capitania Fluvial de Santarém;CFAREM;PA;57;132
Capitania Fluvial de Santarém;CFAREM;PA;32;1
Capitania Fluvial de Santarém;CFAREM;PA;33;86
Capitania Fluvial de Santarém;CFAREM;PA;7;3
Capitania Fluvial de Santarém;CFAREM;PA;59;80
Capitania Fluvial de Santarém;CFAREM;PA;105;3
Capitania Fluvial de Santarém;CFAREM;PA;35;2119
Capitania Fluvial de Santarém;CFAREM;PA;108;434
Capitania Fluvial de Santarém;CFAREM;PA;37;15
Capitania Fluvial de Santarém;CFAREM;PA;61;1
Capitania Fluvial de Santarém;CFAREM;PA;99;95
Capitania Fluvial de Santarém;CFAREM;PA;13;1274
Capitania Fluvial de Santarém;CFAREM;PA;63;2204
Capitania Fluvial de Santarém;CFAREM;PA;20;5
Capitania Fluvial de Santarém;CFAREM;PA;38;2956
Capitania Fluvial de Santarém;CFAREM;PA;4;23
Capitania Fluvial de Santarém;CFAREM;PA;41;55
Capitania Fluvial de Santarém;CFAREM;PA;9;3
Capitania Fluvial de Santarém;CFAREM;PA;12;21
Capitania Fluvial de Santarém;CFAREM;PA;2;16
Capitania Fluvial de Santarém;CFAREM;PA;106;1
Capitania Fluvial de Santarém;CFAREM;PA;43;2
Capitania Fluvial de Tabatinga;CFT;AM;23;1
Capitania Fluvial de Tabatinga;CFT;AM;109;1
Capitania Fluvial de Tabatinga;CFT;AM;48;30
Capitania Fluvial de Tabatinga;CFT;AM;25;1
Capitania Fluvial de Tabatinga;CFT;AM;53;8
Capitania Fluvial de Tabatinga;CFT;AM;26;572
Capitania Fluvial de Tabatinga;CFT;AM;55;4
Capitania Fluvial de Tabatinga;CFT;AM;51;1215
Capitania Fluvial de Tabatinga;CFT;AM;10;49
Capitania Fluvial de Tabatinga;CFT;AM;31;4
Capitania Fluvial de Tabatinga;CFT;AM;57;17
Capitania Fluvial de Tabatinga;CFT;AM;33;112
Capitania Fluvial de Tabatinga;CFT;AM;59;5
Capitania Fluvial de Tabatinga;CFT;AM;103;1
Capitania Fluvial de Tabatinga;CFT;AM;35;457
Capitania Fluvial de Tabatinga;CFT;AM;108;1
Capitania Fluvial de Tabatinga;CFT;AM;99;127
Capitania Fluvial de Tabatinga;CFT;AM;13;8
Capitania Fluvial de Tabatinga;CFT;AM;63;8
Capitania Fluvial de Tabatinga;CFT;AM;38;18
Capitania Fluvial de Tabatinga;CFT;AM;41;26
Capitania Fluvial de Tabatinga;CFT;AM;2;1
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;48;28
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;25;5
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;26;518
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;51;2935
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;21;1
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;10;2
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;28;648
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;31;17
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;57;10
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;32;5
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;33;22
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;44;1
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;34;7
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;105;44
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;35;2024
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;108;890
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;37;46
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;99;14
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;13;3
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;63;2
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;38;1
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;41;3
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;46;1
Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;43;6
Capitania Fluvial do Pantanal;CPUMBA;MS;107;8
Capitania Fluvial do Pantanal;CPUMBA;MS;48;33
Capitania Fluvial do Pantanal;CPUMBA;MS;25;28
Capitania Fluvial do Pantanal;CPUMBA;MS;26;7602
Capitania Fluvial do Pantanal;CPUMBA;MS;51;2
Capitania Fluvial do Pantanal;CPUMBA;MS;10;2
Capitania Fluvial do Pantanal;CPUMBA;MS;28;70
Capitania Fluvial do Pantanal;CPUMBA;MS;31;31
Capitania Fluvial do Pantanal;CPUMBA;MS;57;24
Capitania Fluvial do Pantanal;CPUMBA;MS;32;1
Capitania Fluvial do Pantanal;CPUMBA;MS;33;34
Capitania Fluvial do Pantanal;CPUMBA;MS;105;2
Capitania Fluvial do Pantanal;CPUMBA;MS;103;2
Capitania Fluvial do Pantanal;CPUMBA;MS;35;1519
Capitania Fluvial do Pantanal;CPUMBA;MS;108;391
Capitania Fluvial do Pantanal;CPUMBA;MS;37;1
Capitania Fluvial do Pantanal;CPUMBA;MS;99;3223
Capitania Fluvial do Pantanal;CPUMBA;MS;13;49
Capitania Fluvial do Pantanal;CPUMBA;MS;38;1
Capitania Fluvial do Pantanal;CPUMBA;MS;1;1
Capitania Fluvial do Pantanal;CPUMBA;MS;41;26
Capitania Fluvial do Pantanal;CPUMBA;MS;12;1
Capitania Fluvial do Pantanal;CPUMBA;MS;43;5
Capitania Fluvial do Rio Paraná;CPFOZU;PR;48;60
Capitania Fluvial do Rio Paraná;CPFOZU;PR;25;1
Capitania Fluvial do Rio Paraná;CPFOZU;PR;53;8
Capitania Fluvial do Rio Paraná;CPFOZU;PR;26;1312
Capitania Fluvial do Rio Paraná;CPFOZU;PR;51;73
Capitania Fluvial do Rio Paraná;CPFOZU;PR;28;28
Capitania Fluvial do Rio Paraná;CPFOZU;PR;31;148
Capitania Fluvial do Rio Paraná;CPFOZU;PR;57;8
Capitania Fluvial do Rio Paraná;CPFOZU;PR;32;1
Capitania Fluvial do Rio Paraná;CPFOZU;PR;33;64
Capitania Fluvial do Rio Paraná;CPFOZU;PR;7;2
Capitania Fluvial do Rio Paraná;CPFOZU;PR;34;1
Capitania Fluvial do Rio Paraná;CPFOZU;PR;105;14
Capitania Fluvial do Rio Paraná;CPFOZU;PR;103;6
Capitania Fluvial do Rio Paraná;CPFOZU;PR;35;11913
Capitania Fluvial do Rio Paraná;CPFOZU;PR;60;2
Capitania Fluvial do Rio Paraná;CPFOZU;PR;108;1526
Capitania Fluvial do Rio Paraná;CPFOZU;PR;37;4
Capitania Fluvial do Rio Paraná;CPFOZU;PR;99;511
Capitania Fluvial do Rio Paraná;CPFOZU;PR;41;40
Capitania Fluvial do Rio Paraná;CPFOZU;PR;43;27
Capitania Fluvial do São Francisco;CPPIRA;MG;48;81
Capitania Fluvial do São Francisco;CPPIRA;MG;25;12
Capitania Fluvial do São Francisco;CPPIRA;MG;53;3
Capitania Fluvial do São Francisco;CPPIRA;MG;26;6511
Capitania Fluvial do São Francisco;CPPIRA;MG;55;1
Capitania Fluvial do São Francisco;CPPIRA;MG;51;6803
Capitania Fluvial do São Francisco;CPPIRA;MG;28;526
Capitania Fluvial do São Francisco;CPPIRA;MG;31;557
Capitania Fluvial do São Francisco;CPPIRA;MG;57;11
Capitania Fluvial do São Francisco;CPPIRA;MG;32;2
Capitania Fluvial do São Francisco;CPPIRA;MG;33;6
Capitania Fluvial do São Francisco;CPPIRA;MG;44;2
Capitania Fluvial do São Francisco;CPPIRA;MG;34;5
Capitania Fluvial do São Francisco;CPPIRA;MG;105;7
Capitania Fluvial do São Francisco;CPPIRA;MG;35;5028
Capitania Fluvial do São Francisco;CPPIRA;MG;100;2
Capitania Fluvial do São Francisco;CPPIRA;MG;108;1426
Capitania Fluvial do São Francisco;CPPIRA;MG;37;5
Capitania Fluvial do São Francisco;CPPIRA;MG;99;1251
Capitania Fluvial do São Francisco;CPPIRA;MG;13;4
Capitania Fluvial do São Francisco;CPPIRA;MG;38;5
Capitania Fluvial do São Francisco;CPPIRA;MG;39;1
Capitania Fluvial do São Francisco;CPPIRA;MG;41;32
Capitania Fluvial do São Francisco;CPPIRA;MG;12;1
Capitania Fluvial do São Francisco;CPPIRA;MG;43;44
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;23;1
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;48;106
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;25;92
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;53;102
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;26;46423
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;27;1
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;55;3
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;51;139
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;10;3
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;28;271
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;30;2
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;31;446
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;57;134
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;32;2
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;33;335
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;44;14
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;59;5
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;34;29
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;105;54
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;103;1
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;35;10602
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;60;1
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;108;7650
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;37;105
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;62;1
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;99;9157
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;13;27
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;38;25
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;39;5
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;1;1
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;41;74
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;12;2
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;42;2
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;2;2
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;46;2
Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;43;171
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;48;30
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;25;111
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;26;2372
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;27;1
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;51;8
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;28;7
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;30;4
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;31;52
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;32;120
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;24;3
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;33;42
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;59;19
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;34;12
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;105;17
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;35;5700
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;47;1
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;108;1335
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;37;25
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;99;1419
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;13;2
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;63;2
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;38;65
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;39;1
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;4;11
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;18;1
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;1;2
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;17;8
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;40;1
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;41;10
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;42;60
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;2;1
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;46;338
Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;43;602
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;109;3
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;52;9
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;48;16
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;25;65
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;53;2
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;26;1693
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;55;4
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;54;2
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;51;16
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;10;1
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;28;5
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;31;18
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;32;89
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;33;5
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;59;3
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;34;58
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;105;6
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;35;2773
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;60;1
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;108;1402
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;37;17
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;99;1083
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;13;54
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;38;187
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;39;1
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;41;4
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;42;23
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;46;115
Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;43;227
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;107;2
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;48;26
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;25;9
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;26;238
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;55;2
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;51;390
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;28;4
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;31;2
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;57;5
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;32;6
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;33;2
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;44;1
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;34;39
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;105;4
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;103;1
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;35;1154
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;108;390
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;37;4
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;99;78
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;13;5
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;38;355
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;39;1
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;41;1
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;42;159
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;46;5
Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;43;25
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;52;1
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;48;7
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;25;14
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;53;22
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;26;4610
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;27;1
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;55;7
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;54;14
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;51;93
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;28;23
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;31;22
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;57;6
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;32;52
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;33;149
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;59;2
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;34;16
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;105;3
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;35;4919
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;60;1
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;108;943
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;37;5
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;99;2727
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;13;1
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;38;215
Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;4;1
